id,rle_mask,z,images,masks,coverage,coverage_class
b540435ae7,,923,"[[0.36078431 0.36078431 0.36078431 ... 0.36078431 0.36078431 0.36078431]
 [0.36078431 0.36078431 0.36078431 ... 0.36078431 0.36078431 0.36078431]
 [0.36078431 0.36078431 0.36078431 ... 0.36078431 0.36078431 0.36078431]
 ...
 [0.41960784 0.43137255 0.43137255 ... 0.37647059 0.35686275 0.32941176]
 [0.43921569 0.38431373 0.4        ... 0.40784314 0.39215686 0.37647059]
 [0.30980392 0.29411765 0.34117647 ... 0.34117647 0.3372549  0.33333333]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
196cffdb4b,1 302 304 97 405 94 506 92 607 89 708 86 809 84 910 81 1011 78 1112 76 1213 73 1314 71 1415 69 1516 66 1617 64 1718 61 1819 59 1920 56 2021 54 2122 52 2223 49 2324 47 2425 44 2526 42 2627 39 2728 37 2829 34 2930 32 3031 30 3132 27 3233 25 3334 23 3435 20 3536 18 3637 16 3738 14 3839 12 3940 10 4041 9 4142 7 4243 6 4344 4 4445 3 4546 2 4647 1,728,"[[0.45490196 0.46666667 0.4745098  ... 0.28627451 0.29803922 0.30588235]
 [0.45098039 0.4627451  0.4745098  ... 0.25490196 0.27843137 0.29803922]
 [0.45098039 0.45882353 0.47058824 ... 0.26666667 0.28627451 0.31372549]
 ...
 [0.38823529 0.38823529 0.38039216 ... 0.60392157 0.58431373 0.57254902]
 [0.39607843 0.39215686 0.38823529 ... 0.6        0.56862745 0.54117647]
 [0.40392157 0.4        0.39607843 ... 0.5372549  0.50196078 0.4745098 ]]","[[1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]
 ...
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 0. ... 0. 0. 0.]]",0.22105675914126066,3
1d2c8152bd,,686,"[[0.65490196 0.66666667 0.65098039 ... 0.3254902  0.21960784 0.14117647]
 [0.61568627 0.62745098 0.61960784 ... 0.41176471 0.30980392 0.21960784]
 [0.6        0.61176471 0.60784314 ... 0.49019608 0.38823529 0.28627451]
 ...
 [0.38039216 0.38039216 0.38039216 ... 0.70196078 0.72156863 0.70196078]
 [0.43137255 0.42352941 0.41176471 ... 0.69019608 0.72156863 0.72156863]
 [0.46666667 0.45490196 0.44313725 ... 0.6745098  0.72156863 0.7372549 ]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
5b86544456,,277,"[[0.48235294 0.48627451 0.48627451 ... 0.46666667 0.49019608 0.46666667]
 [0.48627451 0.47058824 0.45490196 ... 0.54117647 0.55686275 0.53333333]
 [0.52156863 0.48627451 0.45098039 ... 0.60784314 0.60784314 0.6       ]
 ...
 [0.55686275 0.56862745 0.54901961 ... 0.60784314 0.60392157 0.59215686]
 [0.58431373 0.59215686 0.57647059 ... 0.61176471 0.60392157 0.57647059]
 [0.57254902 0.57647059 0.57254902 ... 0.59215686 0.57647059 0.54901961]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
62f822b156,54 39 158 36 263 32 369 26 475 20 580 14 685 8 789 3,662,"[[0.43921569 0.44313725 0.43921569 ... 0.44313725 0.38039216 0.39215686]
 [0.45490196 0.41176471 0.41176471 ... 0.45882353 0.41176471 0.4       ]
 [0.48235294 0.38823529 0.36862745 ... 0.44313725 0.43921569 0.42745098]
 ...
 [0.56078431 0.49803922 0.39607843 ... 0.74509804 0.72156863 0.6745098 ]
 [0.53333333 0.48235294 0.39607843 ... 0.70980392 0.72941176 0.71764706]
 [0.51372549 0.47058824 0.39215686 ... 0.54117647 0.61176471 0.63529412]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.017449269679443193,1
4336ac847e,,838,"[[0.46666667 0.40784314 0.41960784 ... 0.29411765 0.31372549 0.31764706]
 [0.44313725 0.39607843 0.39607843 ... 0.28627451 0.31372549 0.3254902 ]
 [0.41960784 0.38039216 0.37647059 ... 0.27058824 0.2745098  0.28627451]
 ...
 [0.69019608 0.65490196 0.63921569 ... 0.73333333 0.74509804 0.72941176]
 [0.6745098  0.63921569 0.62352941 ... 0.83529412 0.84313725 0.85882353]
 [0.61568627 0.58823529 0.56862745 ... 0.82745098 0.83529412 0.88627451]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
53de66df2a,34 68 135 68 237 67 338 66 439 63 541 60 642 57 744 54 845 52 946 51 1048 50 1149 50 1251 49 1353 48 1454 48 1556 47 1657 46 1759 45 1860 44 1962 41 2063 39 2165 35 2267 31 2368 27 2470 22 2572 17 2674 12 2776 6,464,"[[0.3372549  0.33333333 0.30588235 ... 0.31764706 0.31764706 0.31764706]
 [0.28627451 0.30196078 0.30196078 ... 0.31764706 0.31764706 0.31764706]
 [0.23529412 0.26666667 0.27843137 ... 0.30980392 0.30980392 0.31372549]
 ...
 [0.27843137 0.29803922 0.34509804 ... 0.29411765 0.30196078 0.31372549]
 [0.27843137 0.30588235 0.34509804 ... 0.30980392 0.31764706 0.33333333]
 [0.28627451 0.31764706 0.34901961 ... 0.3372549  0.3372549  0.34509804]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]]",0.12381139104009412,2
918548e472,,229,"[[0.39607843 0.38039216 0.38823529 ... 0.43137255 0.43137255 0.43137255]
 [0.41176471 0.39215686 0.39607843 ... 0.43137255 0.43137255 0.43137255]
 [0.41176471 0.40392157 0.38039216 ... 0.43137255 0.43137255 0.43137255]
 ...
 [0.5254902  0.54117647 0.50980392 ... 0.25490196 0.28235294 0.26666667]
 [0.56470588 0.55686275 0.50196078 ... 0.36470588 0.38039216 0.37254902]
 [0.55686275 0.5372549  0.4745098  ... 0.46666667 0.47058824 0.49803922]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
f41a025b6c,,149,"[[0.72156863 0.68235294 0.61960784 ... 0.5254902  0.52156863 0.47058824]
 [0.70980392 0.65882353 0.63529412 ... 0.49019608 0.48235294 0.43529412]
 [0.64313725 0.59607843 0.62745098 ... 0.46666667 0.43921569 0.40392157]
 ...
 [0.37254902 0.45098039 0.50588235 ... 0.24313725 0.2745098  0.29019608]
 [0.49411765 0.57647059 0.62745098 ... 0.18431373 0.20392157 0.19607843]
 [0.52941176 0.60784314 0.65098039 ... 0.1372549  0.14901961 0.1254902 ]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
9c5c26e2ba,,639,"[[0.76078431 0.64313725 0.54509804 ... 0.4745098  0.58039216 0.50588235]
 [0.67058824 0.56470588 0.47843137 ... 0.48627451 0.54901961 0.47843137]
 [0.52156863 0.43921569 0.37254902 ... 0.50196078 0.50588235 0.45098039]
 ...
 [0.64313725 0.65490196 0.69411765 ... 0.48235294 0.49411765 0.5372549 ]
 [0.63137255 0.61568627 0.63137255 ... 0.45098039 0.49411765 0.5372549 ]
 [0.57647059 0.55686275 0.56470588 ... 0.43529412 0.50588235 0.54901961]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
9819277faa,54 48 158 45 262 42 367 38 472 34 577 30 682 26 787 22 893 17 998 13 1103 9 1208 5,307,"[[0.45098039 0.43137255 0.42352941 ... 0.56862745 0.56078431 0.54509804]
 [0.49803922 0.44313725 0.40784314 ... 0.55686275 0.55686275 0.55294118]
 [0.54117647 0.44313725 0.39607843 ... 0.52941176 0.48235294 0.4745098 ]
 ...
 [0.49803922 0.48627451 0.4745098  ... 0.47058824 0.56078431 0.60392157]
 [0.49411765 0.48235294 0.4745098  ... 0.32941176 0.38823529 0.4627451 ]
 [0.49019608 0.4745098  0.47058824 ... 0.23529412 0.23529412 0.29411765]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]]",0.032251740025487696,1
71a7c521ef,,348,"[[0.38039216 0.43529412 0.47843137 ... 0.34509804 0.33333333 0.36078431]
 [0.50980392 0.53333333 0.5372549  ... 0.34509804 0.33333333 0.34509804]
 [0.60784314 0.60392157 0.57647059 ... 0.32941176 0.32156863 0.32941176]
 ...
 [0.2627451  0.34509804 0.42352941 ... 0.40392157 0.43529412 0.46666667]
 [0.24705882 0.32941176 0.40392157 ... 0.4745098  0.48235294 0.48235294]
 [0.29019608 0.3254902  0.34509804 ... 0.5254902  0.51764706 0.49019608]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
5ebe9e404d,1 5247 5253 92 5354 88 5455 83 5556 80 5657 76 5758 72 5859 68 5960 61 6061 57 6162 52 6263 46 6364 42 6465 38 6566 33 6667 31 6768 30 6869 29 6970 28 7071 26 7172 24 7273 21 7374 18 7475 14 7576 10 7677 7 7778 4 7879 1,685,"[[0.71764706 0.71764706 0.71372549 ... 0.78431373 0.78431373 0.78431373]
 [0.71764706 0.71372549 0.71372549 ... 0.74901961 0.76470588 0.78039216]
 [0.71372549 0.71372549 0.70980392 ... 0.69411765 0.7372549  0.75686275]
 ...
 [0.71372549 0.71372549 0.70196078 ... 0.78039216 0.74901961 0.74901961]
 [0.71764706 0.71372549 0.70196078 ... 0.79215686 0.76078431 0.74901961]
 [0.71764706 0.71372549 0.70980392 ... 0.79215686 0.76470588 0.74901961]]","[[1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]
 ...
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]]",0.6252328203117341,7
6a3f8feaea,,789,"[[0.65098039 0.64705882 0.63921569 ... 0.62352941 0.64313725 0.65882353]
 [0.71372549 0.71764706 0.71372549 ... 0.64313725 0.66666667 0.67843137]
 [0.78431373 0.78823529 0.79215686 ... 0.6627451  0.69019608 0.69411765]
 ...
 [0.79215686 0.77254902 0.7372549  ... 0.80392157 0.83921569 0.84705882]
 [0.7254902  0.70980392 0.6745098  ... 0.82352941 0.82745098 0.81568627]
 [0.64313725 0.63137255 0.60392157 ... 0.83137255 0.81176471 0.78823529]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
94c8aad517,86 16 186 17 286 18 386 19 486 20 585 22 685 23 784 25 883 27 983 28 1082 30 1181 32 1281 33 1381 34 1480 36 1580 37 1680 38 1779 40 1879 41 1978 43 2077 45 2176 47 2275 49 2373 52 2472 54 2570 57 2668 60 2767 62 2865 65 2964 67 3063 69 3162 71 3261 73 3361 74 3460 76 3560 77 3660 78 3760 79 3860 80 3960 81 4060 82 4159 84 4259 85 4359 86 4459 87 4561 86 4662 86 4765 84 4868 82 4971 80 5075 77 5179 74 5284 70 5389 66 5493 63 5597 60 5702 56 5805 54 5909 51 6012 49 6115 47 6217 46 6320 44 6422 43 6525 41 6627 40 6729 39 6831 38 6933 37 7035 36 7136 36 7238 35 7340 34 7442 33 7544 32 7646 31 7748 30 7850 29 7952 28 8054 27 8156 26 8259 24 8361 23 8463 22 8565 21 8667 20 8768 20 8870 19 8972 18 9074 17 9175 17 9277 16 9378 16 9480 15 9581 15 9683 14 9785 13 9887 12 9989 11 10091 10 10193 9,332,"[[0.31764706 0.31764706 0.32941176 ... 0.36862745 0.36078431 0.34901961]
 [0.34509804 0.34509804 0.34901961 ... 0.38823529 0.37647059 0.37254902]
 [0.37254902 0.36862745 0.36470588 ... 0.4        0.38039216 0.37647059]
 ...
 [0.33333333 0.31764706 0.30980392 ... 0.49411765 0.58823529 0.69019608]
 [0.31764706 0.30980392 0.29411765 ... 0.40392157 0.48235294 0.58431373]
 [0.30980392 0.29803922 0.28627451 ... 0.3372549  0.39215686 0.46666667]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",0.4353494755416136,5
dd9a94a797,,102,"[[0.54117647 0.65098039 0.56078431 ... 0.55686275 0.50588235 0.55686275]
 [0.45098039 0.55686275 0.52156863 ... 0.5372549  0.4745098  0.52941176]
 [0.43921569 0.49411765 0.49019608 ... 0.48235294 0.40392157 0.47058824]
 ...
 [0.61568627 0.70980392 0.74509804 ... 0.45098039 0.52156863 0.40784314]
 [0.56862745 0.6745098  0.70588235 ... 0.46666667 0.52156863 0.43921569]
 [0.51764706 0.61568627 0.63529412 ... 0.48627451 0.50196078 0.44705882]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
7ed79f8f56,1 9479 9495 74 9596 65 9697 60 9798 55 9899 51 10000 46 10101 41,789,"[[0.57647059 0.57647059 0.58431373 ... 0.60392157 0.60784314 0.6       ]
 [0.57647059 0.57647059 0.58431373 ... 0.60784314 0.61176471 0.60392157]
 [0.57647059 0.57647059 0.58431373 ... 0.61176471 0.61176471 0.60784314]
 ...
 [0.58823529 0.58823529 0.58431373 ... 0.60392157 0.65098039 0.62352941]
 [0.58823529 0.58823529 0.58431373 ... 0.62745098 0.65490196 0.61176471]
 [0.58823529 0.58823529 0.58431373 ... 0.63921569 0.63921569 0.6       ]]","[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]]",0.9676502303695717,10
6c61beb5dd,,112,"[[0.63921569 0.61960784 0.57647059 ... 0.59215686 0.59607843 0.59607843]
 [0.65882353 0.64313725 0.60784314 ... 0.43529412 0.44313725 0.45490196]
 [0.57254902 0.56862745 0.55686275 ... 0.36862745 0.38431373 0.40784314]
 ...
 [0.36078431 0.37254902 0.37647059 ... 0.30588235 0.29019608 0.2745098 ]
 [0.29803922 0.30980392 0.30980392 ... 0.40784314 0.38039216 0.36470588]
 [0.23921569 0.25882353 0.2627451  ... 0.52156863 0.47843137 0.4627451 ]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
a568cc8273,1942 5 2043 8 2144 12 2245 15 2346 18 2446 23 2547 26 2648 29 2749 32 2849 36 2950 39 3051 42 3151 46 3252 49 3352 53 3453 56 3554 58 3654 62 3755 64 3855 67 3956 70 4057 71 4157 74 4258 76 4359 78 4459 81 4560 82 4647 1 4661 84 4748 2 4762 85 4849 3 4862 87 4950 4 4963 93 5064 94 5165 95 5266 96 5366 98 5467 99 5568 100 5669 4533,626,"[[0.93333333 0.94509804 0.92941176 ... 0.54901961 0.5372549  0.51372549]
 [0.79607843 0.82352941 0.82745098 ... 0.54901961 0.5372549  0.52156863]
 [0.62352941 0.6627451  0.69411765 ... 0.54509804 0.5372549  0.52156863]
 ...
 [0.28627451 0.32941176 0.39215686 ... 0.51372549 0.50980392 0.50196078]
 [0.28627451 0.31372549 0.36078431 ... 0.50196078 0.48627451 0.4745098 ]
 [0.30588235 0.3254902  0.34901961 ... 0.4745098  0.45490196 0.43137255]]","[[0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 ...
 [0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]]",0.6613077149299088,7
43a1dbb062,,706,"[[0.50196078 0.49411765 0.64705882 ... 0.30588235 0.36470588 0.34901961]
 [0.49019608 0.48235294 0.63529412 ... 0.33333333 0.4        0.36862745]
 [0.4745098  0.4745098  0.61960784 ... 0.36078431 0.43529412 0.38823529]
 ...
 [0.29411765 0.41176471 0.41176471 ... 0.44313725 0.44313725 0.36470588]
 [0.36470588 0.45098039 0.42352941 ... 0.44313725 0.42352941 0.34117647]
 [0.43529412 0.49019608 0.43137255 ... 0.43921569 0.40392157 0.31764706]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
c387a012fc,6566 3636,478,"[[0.44313725 0.43529412 0.5372549  ... 0.45098039 0.36862745 0.37647059]
 [0.54117647 0.56862745 0.61960784 ... 0.43529412 0.32941176 0.38431373]
 [0.56470588 0.61568627 0.59607843 ... 0.4        0.31372549 0.42745098]
 ...
 [0.43137255 0.49803922 0.49803922 ... 0.52941176 0.56470588 0.53333333]
 [0.42745098 0.48235294 0.43137255 ... 0.56862745 0.55686275 0.50196078]
 [0.37254902 0.43921569 0.37647059 ... 0.58431373 0.53333333 0.45098039]]","[[0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 ...
 [0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]]",0.3564356435643564,4
4b873df7a2,1 33 102 33 203 34 304 34 405 35 506 36 607 37 708 38 809 39 910 40 1011 41 1112 42 1213 43 1314 44 1415 46 1516 47 1617 48 1718 49 1819 50 1920 51 2021 52 2122 53 2223 54 2324 56 2425 57 2526 58 2627 59 2728 61 2829 62 2930 63 3031 64 3132 65 3233 67 3334 68 3435 68 3536 69 3637 70 3738 71 3839 72 3940 73 4041 73 4142 74 4243 75 4344 76 4445 76 4546 77 4647 78 4748 79 4849 80 4950 80 5051 81 5152 82 5253 83 5354 84 5455 85 5556 86 5657 87 5758 88 5859 89 5960 90 6061 91 6162 92 6263 93 6364 94 6465 95 6566 96 6667 97 6768 98 6869 99 6970 100 7071 1212 8284 100 8387 98 8490 96 8591 96 8693 95 8792 97 8891 1311,603,"[[0.55686275 0.56078431 0.55686275 ... 0.60392157 0.62745098 0.64705882]
 [0.56862745 0.56862745 0.56078431 ... 0.58823529 0.61176471 0.63137255]
 [0.57647059 0.57254902 0.56470588 ... 0.56862745 0.58823529 0.60784314]
 ...
 [0.62745098 0.63137255 0.63529412 ... 0.42352941 0.41176471 0.40784314]
 [0.61568627 0.61960784 0.61960784 ... 0.45882353 0.44313725 0.43529412]
 [0.60392157 0.60392157 0.6        ... 0.49411765 0.4745098  0.46666667]]","[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]]",0.7611998823644741,8
7c41f727b9,,956,"[[0.5372549  0.38431373 0.31764706 ... 0.30588235 0.47058824 0.49019608]
 [0.44705882 0.34509804 0.29019608 ... 0.25882353 0.42745098 0.45490196]
 [0.34509804 0.32156863 0.28627451 ... 0.21960784 0.39607843 0.45490196]
 ...
 [0.57254902 0.6        0.55294118 ... 0.43137255 0.49411765 0.45490196]
 [0.56862745 0.62352941 0.58431373 ... 0.43921569 0.51372549 0.4745098 ]
 [0.63529412 0.71372549 0.68627451 ... 0.45490196 0.54509804 0.51372549]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
d3f2336daf,13 89 114 89 218 86 319 86 420 86 521 86 622 86 723 86 821 89 922 89 1023 89 1124 89 1222 92 1323 92 1424 92 1522 95 1623 95 1727 92 1831 89 1932 89 2036 86 2137 86 2238 86 2342 83 2443 83 2547 80 2648 80 2749 80 2850 80 2948 83 3049 83 3147 86 3248 86 3346 89 3450 86 3554 83 3655 83 3759 80 3860 80 3958 83 4059 83 4157 86 4261 83 4365 80 4469 77 4573 74 4674 74 4775 74 4879 71 4983 68 5087 65 5191 62 5295 59 5396 59 5500 56 5601 56 5702 56 5806 53 5916 44 6029 32 6139 23 6246 17 6350 14 6454 11 6558 8 6662 5,378,"[[0.21960784 0.22745098 0.28627451 ... 0.36862745 0.34901961 0.32941176]
 [0.19607843 0.24313725 0.30980392 ... 0.36078431 0.35294118 0.34901961]
 [0.23529412 0.28627451 0.3372549  ... 0.37647059 0.38039216 0.36078431]
 ...
 [0.32941176 0.39215686 0.36470588 ... 0.6        0.54509804 0.56078431]
 [0.3372549  0.4        0.38039216 ... 0.47843137 0.49411765 0.54117647]
 [0.36078431 0.41568627 0.39215686 ... 0.30196078 0.34509804 0.39607843]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]]",0.4746593471228311,5
dde0ee264b,1 2063 2069 94 2175 87 2281 81 2386 76 2492 72 2597 68 2703 64 2808 61 2913 58 3018 55 3124 50 3230 45 3334 42 3435 42 3536 42 3637 41 3738 40 3839 38 3940 38 4041 37 4142 37 4243 37 4344 37 4445 38 4546 39 4647 40 4748 41 4849 42 4950 43 5051 43 5152 43 5253 43 5354 43 5455 42 5556 41 5657 40 5758 38 5859 37 5960 36 6061 35 6162 34 6263 34 6364 34 6465 34 6566 34 6667 34 6768 35 6869 35 6970 36 7071 36 7172 36 7273 37 7374 37 7475 37 7576 38 7677 38 7778 38 7879 39 7980 39 8078 42 8175 47 8274 49 8372 53 8471 55 8569 59 8669 60 8769 61 8869 62 8969 64 9069 65 9169 66 9268 69 9367 71 9465 75 9563 78 9661 82 9758 86 9856 90 9954 94 10053 96 10152 50,580,"[[0.46666667 0.47058824 0.4745098  ... 0.45490196 0.4627451  0.4745098 ]
 [0.45882353 0.4627451  0.47058824 ... 0.46666667 0.47058824 0.48627451]
 [0.45490196 0.45882353 0.4627451  ... 0.48627451 0.48627451 0.49411765]
 ...
 [0.58823529 0.57647059 0.56078431 ... 0.48235294 0.45882353 0.43921569]
 [0.58431373 0.57254902 0.54901961 ... 0.4745098  0.45882353 0.44313725]
 [0.57647059 0.56470588 0.54117647 ... 0.47058824 0.45882353 0.44313725]]","[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",0.602686011175375,7
bbf6b192be,,527,"[[0.56862745 0.55686275 0.56078431 ... 0.29803922 0.26666667 0.33333333]
 [0.56078431 0.5254902  0.51372549 ... 0.2627451  0.24705882 0.28235294]
 [0.45882353 0.41176471 0.37647059 ... 0.30588235 0.3254902  0.31764706]
 ...
 [0.56862745 0.60392157 0.63137255 ... 0.51372549 0.50980392 0.48235294]
 [0.51372549 0.63137255 0.66666667 ... 0.45490196 0.45882353 0.43529412]
 [0.52156863 0.66666667 0.69411765 ... 0.39607843 0.41176471 0.42352941]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
